	mean	se_mean	sd	X2.5.	X25.	X50.	X75.	X97.5.	n_eff	Rhat
s_pf[678]	0.9781794	0.006942564	0.3104809	0.4549563	0.7478963	0.9482567	1.176351	1.648103	2000	0.9996607
s_pf[679]	0.98718	0.007099156	0.3174839	0.4767584	0.7528961	0.9560314	1.183637	1.691616	2000	1.000495
s_pf[680]	1.055585	0.00707812	0.3165432	0.5260942	0.818858	1.033297	1.25441	1.738322	2000	0.9989245
s_pf[681]	0.9670439	0.006800669	0.3041352	0.4693853	0.7483246	0.9372898	1.146839	1.630576	2000	0.9994377
s_pf[682]	1.12535	0.008087427	0.3616807	0.529955	0.8661026	1.085497	1.361878	1.939158	2000	0.9997914
s_pf[683]	1.033232	0.006522599	0.2916995	0.5507503	0.8242664	1.010905	1.207779	1.66745	2000	0.9990098
s_pf[684]	0.7991957	0.005818228	0.2196697	0.4354501	0.6470134	0.7705699	0.9307093	1.302409	1425.472	1.000678
s_pf[685]	1.040347	0.00738246	0.3301537	0.4841903	0.8119318	1.006636	1.240515	1.768055	2000	1.000708
s_pf[686]	0.9673237	0.006927576	0.3098106	0.4555279	0.745374	0.9376283	1.153443	1.663772	2000	0.9985314
s_pf[687]	1.00112	0.006844431	0.3060923	0.4806596	0.7811432	0.9740063	1.193332	1.704505	2000	0.9989016
s_pf[688]	0.9826255	0.006483793	0.289964	0.5107713	0.7680687	0.9471525	1.167159	1.601187	2000	0.9996624
s_pf[689]	0.9611439	0.006848563	0.3062771	0.4690302	0.7356064	0.9304204	1.14244	1.67279	2000	0.9986404
s_pf[690]	1.021182	0.006378534	0.2852567	0.5533937	0.8173496	0.9943075	1.183619	1.669334	2000	0.9997935
s_pf[691]	1.019182	0.007083974	0.3168049	0.5165898	0.7924745	0.9774909	1.218341	1.723049	2000	0.9997107
s_pf[692]	1.086544	0.007474357	0.3342634	0.522083	0.850023	1.05631	1.285529	1.864866	2000	0.9994313
s_pf[693]	0.9679357	0.007083426	0.3167804	0.4740666	0.7380158	0.9250349	1.150961	1.688117	2000	0.9991618
s_pf[694]	0.9910377	0.006746097	0.3016947	0.4856795	0.7793238	0.9673812	1.178293	1.651999	2000	0.9991388
s_pf[695]	1.124356	0.007502412	0.3355181	0.5399912	0.8844572	1.102798	1.335169	1.862179	2000	0.9984784
s_pf[696]	0.9703512	0.006568007	0.2937302	0.4949363	0.7611855	0.9342747	1.151105	1.630724	2000	0.9999986
s_pf[697]	0.9011226	0.006463261	0.2890458	0.4398816	0.6887468	0.8695103	1.07735	1.533707	2000	1.001509
s_pf[698]	0.9877365	0.006995388	0.3128432	0.460864	0.7725904	0.9552803	1.186147	1.711485	2000	0.9987159
s_pf[699]	1.090587	0.006479454	0.28977	0.6049461	0.8865329	1.053196	1.270037	1.729261	2000	0.9998954
